Contour 1:
(411, 597)
(410, 600)
(409, 596)
(408, 600)
(403, 598)
(403, 596)
(401, 597)
(400, 599)
(399, 597)
(401, 596)
(401, 599)
(397, 599)
(398, 597)
(394, 596)
(396, 597)
(392, 600)
(392, 599)
(391, 600)
(389, 600)
(390, 599)
(389, 599)
(389, 599)
(389, 599)
(387, 597)
(384, 596)
(382, 600)
(382, 600)
(382, 598)
(379, 598)
(380, 597)
(377, 599)
(376, 599)
(378, 600)
(376, 597)
(373, 597)
(373, 600)
(375, 596)
(374, 600)
(373, 600)
(368, 600)
(368, 596)
(369, 596)
(368, 597)
(366, 596)
(365, 600)
(364, 599)
(363, 599)
(360, 598)

Contour 242:
(321, 597)
(323, 598)
(321, 598)
(321, 598)
(324, 600)
(325, 597)
(327, 596)
(328, 597)
(328, 600)
(329, 596)
(328, 599)
(328, 600)
(327, 599)
(327, 596)
(324, 598)
(323, 597)
(323, 596)
(319, 600)

Contour 243:
(300, 597)
(302, 597)
(306, 596)
(307, 599)
(304, 597)
(306, 600)
(308, 596)
(309, 597)
(309, 597)
(311, 596)
(313, 598)
(314, 598)
(314, 597)
(311, 598)
(310, 599)
(311, 600)
(310, 598)
(311, 599)
(310, 599)
(306, 600)
(304, 599)
(304, 598)
(305, 596)
(303, 597)

Contour 244:
(231, 602)
(233, 597)
(229, 601)
(231, 600)
(231, 597)
(229, 601)
(227, 600)
(224, 601)
(223, 598)
(223, 600)
(223, 599)
(226, 599)
(223, 597)
(228, 599)
(225, 596)
(227, 597)
(230, 599)
(232, 597)
(232, 600)
(230, 597)
(235, 599)
(233, 600)
(236, 600)
(236, 597)
(236, 599)
(236, 597)
(237, 596)
(238, 598)
(239, 598)
(240, 596)
(241, 599)
(245, 599)
(244, 598)
(248, 599)
(245, 600)
(250, 598)
(247, 600)
(252, 598)
(251, 599)
(250, 600)
(255, 599)
(253, 597)
(257, 598)
(256, 598)
(258, 598)
(260, 600)
(257, 599)
(261, 598)
(262, 600)
(260, 597)
(265, 597)
(263, 598)
(264, 598)
(266, 600)
(267, 597)
(267, 598)
(270, 599)
(269, 599)
(270, 598)
(273, 597)
(272, 597)
(274, 596)
(273, 599)
(275, 599)
(275, 597)
(280, 599)
(278, 600)
(280, 598)
(279, 597)
(283, 597)
(282, 600)
(283, 598)
(287, 599)
(288, 597)
(285, 596)
(286, 596)
(287, 598)
(290, 600)
(292, 599)
(293, 596)
(293, 596)
(292, 598)
(297, 600)
(295, 597)
(296, 601)
(294, 601)
(295, 601)
(290, 600)
(290, 599)
(290, 600)
(290, 600)
(290, 602)
(287, 601)
(284, 598)
(283, 599)
(284, 602)
(281, 599)
(284, 600)
(279, 600)
(282, 598)
(277, 601)
(280, 600)
(279, 599)
(274, 599)
(273, 598)
(273, 601)
(274, 599)
(270, 598)
(269, 598)
(272, 600)
(268, 597)
(270, 598)
(268, 601)
(264, 601)
(266, 598)
(264, 601)
(261, 597)
(263, 600)
(261, 597)
(260, 597)
(259, 598)
(256, 599)
(256, 598)
(255, 598)
(255, 598)
(255, 597)
(251, 600)
(254, 600)
(251, 600)
(251, 598)
(247, 598)
(246, 601)
(246, 600)
(245, 599)
(247, 600)
(244, 599)
(243, 599)
(243, 602)
(241, 600)
(241, 599)
(237, 602)
(240, 602)
(236, 598)
(236, 598)
(233, 599)
(233, 600)

